,Time,Event,Part,Process,Machine
78,30,Part3 Created,Part3_1,Source3,
79,30,Part4 Created,Part4_1,Source4,
80,30,Routing Start,Part0_1,Source0,
81,30,Routing Start,Part1_1,Source1,
82,30,Routing Start,Part2_1,Source2,
83,30,Routing Start,Part3_1,Source3,
84,30,Routing Start,Part4_1,Source4,
85,30,Routing Finished,Part0_1,Source0,
86,30,Part transferred from Source,Part0_1,Process0,
87,30,Routing Finished,Part1_1,Source1,
88,30,Part transferred from Source,Part1_1,Process1,
89,30,Routing Finished,Part2_1,Source2,
90,30,Part transferred from Source,Part2_1,Process2,
91,30,Routing Finished,Part3_1,Source3,
92,30,Part transferred from Source,Part3_1,Process3,
93,30,Routing Finished,Part4_1,Source4,
94,30,Part transferred from Source,Part4_1,Process4,
95,30,Started,Part0_1,Process0,M0
96,30,Started,Part1_1,Process1,M1
97,30,Started,Part2_1,Process2,M2
98,30,Started,Part3_1,Process3,M3
99,30,Started,Part4_1,Process4,M4
100,31,Finished,Part0_1,Process0,M0
101,32,Finished,Part1_1,Process1,M1
102,32,Started,Part0_1,Process1,M1
103,33,Finished,Part2_1,Process2,M2
104,33,Started,Part1_1,Process2,M2
105,34,Finished,Part3_1,Process3,M3
106,34,Started,Part2_1,Process3,M3
107,35,Finished,Part4_1,Process4,M4
108,35,Started,Part3_1,Process4,M4
109,35,Started,Part4_1,Process0,M0
110,37,Finished,Part0_1,Process1,M1
111,38,Finished,Part1_1,Process2,M2
112,38,Started,Part0_1,Process2,M2
113,39,Finished,Part2_1,Process3,M3
114,39,Started,Part1_1,Process3,M3
115,40,Finished,Part3_1,Process4,M4
116,40,Finished,Part4_1,Process0,M0
117,40,Started,Part2_1,Process4,M4
118,40,Started,Part3_1,Process0,M0
119,40,Started,Part4_1,Process1,M1
120,43,Finished,Part0_1,Process2,M2
121,44,Finished,Part1_1,Process3,M3
122,44,Started,Part0_1,Process3,M3
123,45,Finished,Part2_1,Process4,M4
124,45,Finished,Part3_1,Process0,M0
125,45,Finished,Part4_1,Process1,M1
126,45,Started,Part1_1,Process4,M4
127,45,Started,Part2_1,Process0,M0
128,45,Started,Part3_1,Process1,M1
129,45,Started,Part4_1,Process2,M2
130,49,Finished,Part0_1,Process3,M3
131,50,Finished,Part1_1,Process4,M4
132,50,Finished,Part2_1,Process0,M0
133,50,Finished,Part3_1,Process1,M1
134,50,Finished,Part4_1,Process2,M2
135,50,Started,Part0_1,Process4,M4
136,50,Started,Part1_1,Process0,M0
137,50,Started,Part2_1,Process1,M1
138,50,Started,Part3_1,Process2,M2
139,50,Started,Part4_1,Process3,M3
140,55,Finished,Part0_1,Process4,M4
141,55,Finished,Part1_1,Process0,M0
142,55,Finished,Part2_1,Process1,M1
143,55,Finished,Part3_1,Process2,M2
144,55,Finished,Part4_1,Process3,M3
145,55,Completed,Part0_1,Sink,
146,55,Completed,Part1_1,Sink,
147,55,Completed,Part2_1,Sink,
148,55,Completed,Part3_1,Sink,
149,55,Completed,Part4_1,Sink,
150,60,Part0 Created,Part0_2,Source0,
151,60,Part1 Created,Part1_2,Source1,
152,60,Part2 Created,Part2_2,Source2,
153,60,Part3 Created,Part3_2,Source3,
154,60,Part4 Created,Part4_2,Source4,
155,60,Routing Start,Part0_2,Source0,
156,60,Routing Start,Part1_2,Source1,
157,60,Routing Start,Part2_2,Source2,
158,60,Routing Start,Part3_2,Source3,
159,60,Routing Start,Part4_2,Source4,
160,60,Routing Finished,Part0_2,Source0,
161,60,Part transferred from Source,Part0_2,Process0,
162,60,Routing Finished,Part1_2,Source1,
163,60,Part transferred from Source,Part1_2,Process1,
164,60,Routing Finished,Part2_2,Source2,
165,60,Part transferred from Source,Part2_2,Process2,
166,60,Routing Finished,Part3_2,Source3,
167,60,Part transferred from Source,Part3_2,Process3,
168,60,Routing Finished,Part4_2,Source4,
169,60,Part transferred from Source,Part4_2,Process4,
170,60,Started,Part0_2,Process0,M0
171,60,Started,Part1_2,Process1,M1
172,60,Started,Part2_2,Process2,M2
173,60,Started,Part3_2,Process3,M3
174,60,Started,Part4_2,Process4,M4
175,61,Finished,Part0_2,Process0,M0
176,62,Finished,Part1_2,Process1,M1
177,62,Started,Part0_2,Process1,M1
178,63,Finished,Part2_2,Process2,M2
179,63,Started,Part1_2,Process2,M2
180,64,Finished,Part3_2,Process3,M3
181,64,Started,Part2_2,Process3,M3
182,65,Finished,Part4_2,Process4,M4
183,65,Started,Part3_2,Process4,M4
184,65,Started,Part4_2,Process0,M0
185,67,Finished,Part0_2,Process1,M1
186,68,Finished,Part1_2,Process2,M2
187,68,Started,Part0_2,Process2,M2
188,69,Finished,Part2_2,Process3,M3
189,69,Started,Part1_2,Process3,M3
